Kalem,2025Q1
nakit ve nakit benzerleri,5732256841
finansal yatırımlar,0
duran finansal yatırımlar,193659566
kısa vadeli borçlanmalar,10721428738
uzun vadeli borçlanmaların kısa vadeli kısımları,55503087
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,31548847
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,20972333743
toplam kaynaklar,49937869667
hasılat,17654612172
esas faaliyet karı,2117804943
ana ortaklık payları,998100074
