Kalem,2025Q1
nakit ve nakit benzerleri,112783443
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,334631265
uzun vadeli borçlanmaların kısa vadeli kısımları,214318362
kısa dönem kira yükümlülükleri,261113796
uzun vadeli borçlanmalar,113493651
uzun dönem kira yükümlülükleri,252701202
ana ortaklığa ait özkaynaklar,1261707915
toplam kaynaklar,2830946836
hasılat,990641428
esas faaliyet karı,(61396126)
ana ortaklık payları,(118036174)
