Kalem,2025Q1
nakit ve nakit benzerleri,327127062
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,307248232
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,11597740
uzun vadeli borçlanmalar,57047167
uzun dönem kira yükümlülükleri,57047167
ana ortaklığa ait özkaynaklar,3679637837
toplam kaynaklar,10929233821
hasılat,6928297799
esas faaliyet karı,214033036
ana ortaklık payları,35906026
