Kalem,2025Q1
nakit ve nakit benzerleri,1679026872
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,0
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,0
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,5379558898
toplam kaynaklar,6616026364
hasılat,1286770675
esas faaliyet karı,415047123
ana ortaklık payları,226739404
