Kalem,2025Q1
nakit ve nakit benzerleri,801947
finansal yatırımlar,548665
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,727810
uzun vadeli borçlanmaların kısa vadeli kısımları,417522
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,745664
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,11139935
toplam kaynaklar,23720818
hasılat,3964025
esas faaliyet karı,1211481
ana ortaklık payları,412652
