Kalem,2025Q1
nakit ve nakit benzerleri,1949152048
finansal yatırımlar,943003624
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,2003837221
uzun vadeli borçlanmaların kısa vadeli kısımları,1683432491
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,2661696093
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,18008750325
toplam kaynaklar,31422582949
hasılat,2360270155
esas faaliyet karı,577291625
ana ortaklık payları,(65339567)
