Kalem,2024Q1
nakit ve nakit benzerleri,3601510535
finansal yatırımlar,1712227490
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,0
uzun vadeli borçlanmaların kısa vadeli kısımları,454112246
kısa dönem kira yükümlülükleri,53520516
uzun vadeli borçlanmalar,974464286
uzun dönem kira yükümlülükleri,199201080
ana ortaklığa ait özkaynaklar,17316241745
toplam kaynaklar,33965356331
hasılat,11084334216
esas faaliyet karı,1336354332
ana ortaklık payları,1028711866
