Kalem,2024Q1
nakit ve nakit benzerleri,92237
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,505478
uzun vadeli borçlanmaların kısa vadeli kısımları,453277
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,2610422
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,5435732
toplam kaynaklar,10256030
hasılat,1018540
esas faaliyet karı,(88652)
ana ortaklık payları,93793
