Kalem,2024Q1
nakit ve nakit benzerleri,166210924
finansal yatırımlar,922137074
duran finansal yatırımlar,97096886
kısa vadeli borçlanmalar,27647533
uzun vadeli borçlanmaların kısa vadeli kısımları,56310729
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,0
uzun dönem kira yükümlülükleri,32001079
ana ortaklığa ait özkaynaklar,1865827873
toplam kaynaklar,2866857568
hasılat,540438205
esas faaliyet karı,56651237
ana ortaklık payları,17486707
