Kalem,2024Q1
nakit ve nakit benzerleri,5060573
finansal yatırımlar,0
duran finansal yatırımlar,2308082
kısa vadeli borçlanmalar,2488394
uzun vadeli borçlanmaların kısa vadeli kısımları,1355105
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,4622953
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,20642436
toplam kaynaklar,40630218
hasılat,5323692
esas faaliyet karı,360425
ana ortaklık payları,362608
