Kalem,2024Q1
nakit ve nakit benzerleri,422637776
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,254272126
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,19421024
uzun vadeli borçlanmalar,23497702
uzun dönem kira yükümlülükleri,23497702
ana ortaklığa ait özkaynaklar,2855870804
toplam kaynaklar,8231647995
hasılat,6031056309
esas faaliyet karı,177124299
ana ortaklık payları,62788703
