Kalem,2024Q1
nakit ve nakit benzerleri,13866235
finansal yatırımlar,8742350
duran finansal yatırımlar,189716
kısa vadeli borçlanmalar,12077826
uzun vadeli borçlanmaların kısa vadeli kısımları,37990987
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,23710916
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,113542527
toplam kaynaklar,218186869
hasılat,28023754
esas faaliyet karı,460332
ana ortaklık payları,1043218
