Kalem,2024Q1
nakit ve nakit benzerleri,133294437
finansal yatırımlar,159268950
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,32118704
uzun vadeli borçlanmaların kısa vadeli kısımları,159442281
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,124101367
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,4444624272
toplam kaynaklar,6424728657
hasılat,786138968
esas faaliyet karı,97036157
ana ortaklık payları,(55184122)
