Kalem,2024Q1
nakit ve nakit benzerleri,28307772879
finansal yatırımlar,11883811812
duran finansal yatırımlar,2646919413
kısa vadeli borçlanmalar,9536127481
uzun vadeli borçlanmaların kısa vadeli kısımları,2070438699
kısa dönem kira yükümlülükleri,12028707708
uzun vadeli borçlanmalar,12748550837
uzun dönem kira yükümlülükleri,94059150296
ana ortaklığa ait özkaynaklar,55195677560
toplam kaynaklar,223182370715
hasılat,17390800996
esas faaliyet karı,(1325686017)
ana ortaklık payları,(3500974334)
