Kalem,2024Q1
nakit ve nakit benzerleri,194785622
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,185399521
uzun vadeli borçlanmaların kısa vadeli kısımları,64822293
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,203393624
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,1616431562
toplam kaynaklar,2636117443
hasılat,554690245
esas faaliyet karı,84258629
ana ortaklık payları,33443018
