Kalem,2024Q1
nakit ve nakit benzerleri,3073720
finansal yatırımlar,0
duran finansal yatırımlar,6810518
kısa vadeli borçlanmalar,15636458
uzun vadeli borçlanmaların kısa vadeli kısımları,6288151
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,885980
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,101822559
toplam kaynaklar,163168448
hasılat,15139034
esas faaliyet karı,4482367
ana ortaklık payları,1403761
