Kalem,2024Q1
nakit ve nakit benzerleri,26019168
finansal yatırımlar,0
duran finansal yatırımlar,327597
kısa vadeli borçlanmalar,19869203
uzun vadeli borçlanmaların kısa vadeli kısımları,19950302
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,49376509
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,89914154
toplam kaynaklar,265205310
hasılat,124187833
esas faaliyet karı,8889154
ana ortaklık payları,8973032
