date,value
1782777600000,74200
1780099200000,72692
1777507200000,72000
1774828800000,69666
1772236800000,68000
1769731200000,65957
1767052800000,64417
1764460800000,63793
1761782400000,62857
1759190400000,61363
1756512000000,59876
1753833600000,58943
1751241600000,57745
1748563200000,57142
1745971200000,55000
1743292800000,53125
1740700800000,52000
1738195200000,50847
1735516800000,50000
