date,value
1780261200000,1.955275
1780099200000,1.9403
1777507200000,1.87
1774818000000,1.8
1772236800000,1.73
1769720400000,1.67
1767052800000,1.6
1764460800000,1.53
1761782400000,1.47
1759179600000,1.42
1756501200000,1.36
1753822800000,1.31
1751230800000,1.26
1748552400000,1.215
1745960400000,1.16
1743282000000,1.114
1740700800000,1.078
1738184400000,1.042
1735516800000,1.007313
