Kalem,2025Q4
nakit ve nakit benzerleri,63251891
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,0
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,794876
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,323997615
toplam kaynaklar,15999195106
hasılat,236340581
esas faaliyet karı,129459674
ana ortaklık payları,89293486
