Kalem,2025Q4
nakit ve nakit benzerleri,500426833
finansal yatırımlar,136513616
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,6820237
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,12892295
uzun vadeli borçlanmalar,0
uzun dönem kira yükümlülükleri,89955366
ana ortaklığa ait özkaynaklar,2151179463
toplam kaynaklar,3309970330
hasılat,1883544167
esas faaliyet karı,(142824651)
ana ortaklık payları,16260661
