Kalem,2025Q4
nakit ve nakit benzerleri,1830623424
finansal yatırımlar,2237126845
duran finansal yatırımlar,6823119
kısa vadeli borçlanmalar,1599483633
uzun vadeli borçlanmaların kısa vadeli kısımları,1509649773
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,3089690261
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,86185222788
toplam kaynaklar,102202427828
hasılat,3530301307
esas faaliyet karı,3062632983
ana ortaklık payları,26340549831
