Kalem,2025Q4
nakit ve nakit benzerleri,9736668
finansal yatırımlar,0
duran finansal yatırımlar,2607640
kısa vadeli borçlanmalar,3882887
uzun vadeli borçlanmaların kısa vadeli kısımları,3378511
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,20706402
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,33223030
toplam kaynaklar,92600868
hasılat,45906819
esas faaliyet karı,4927024
ana ortaklık payları,3102162
