Kalem,2025Q4
nakit ve nakit benzerleri,446291
finansal yatırımlar,87683
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,549532
uzun vadeli borçlanmaların kısa vadeli kısımları,531933
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,1774432
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,10543794
toplam kaynaklar,18842089
hasılat,12999679
esas faaliyet karı,2054402
ana ortaklık payları,600390
