Kalem,2025Q4
nakit ve nakit benzerleri,107237211
finansal yatırımlar,0
duran finansal yatırımlar,994815
kısa vadeli borçlanmalar,8957100
uzun vadeli borçlanmaların kısa vadeli kısımları,12863610
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,28428775
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,364099258
toplam kaynaklar,591973843
hasılat,830356131
esas faaliyet karı,41646897
ana ortaklık payları,29523183
