Kalem,2025Q4
nakit ve nakit benzerleri,9324129002
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,0
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,4350051947
uzun vadeli borçlanmalar,0
uzun dönem kira yükümlülükleri,10080233740
ana ortaklığa ait özkaynaklar,35461872521
toplam kaynaklar,105668888891
hasılat,278811712930
esas faaliyet karı,(6516286902)
ana ortaklık payları,(1928206743)
