Kalem,2025Q4
nakit ve nakit benzerleri,26304193
finansal yatırımlar,222127
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,13637971
uzun vadeli borçlanmaların kısa vadeli kısımları,5940076
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,32541456
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,75839768
toplam kaynaklar,190775353
hasılat,187184514
esas faaliyet karı,25155601
ana ortaklık payları,14072351
